0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0.392699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-121.077	-271.381	10.7779	42.2535	8.74992e-18	33.4703	63.0345	-73.6522	-113.795	-109.103	-98.01	32.4542	3.79347e-14	-43.4416	56.3832	186.714	0.785398	0.725613	0.55536	0.300559	4.80918e-17	-0.300559	-0.55536	-0.725613	-0.785398	-0.725613	-0.55536	-0.300559	-1.44275e-16	0.300559	0.55536	0.725613	0.392699	0.362807	0.27768	0.150279	2.40459e-17	-0.150279	-0.27768	-0.362807	-0.392699	-0.362807	-0.27768	-0.150279	-7.21377e-17	0.150279	0.27768	0.362807	0.392699	0.343757	0.235619	0.116504	1.80344e-17	-0.116504	-0.235619	-0.343757	-0.392699	-0.343757	-0.235619	-0.116504	-5.41032e-17	0.116504	0.235619	0.343757	0	0	0	
-0	-112.41	10.7779	102.009	0.142897	-80.8044	-63.0345	30.5077	1.39358e-14	-45.192	-98.01	78.3513	206.507	104.877	-56.3832	-77.3393	0	0.225419	0.41652	0.54421	0.589049	0.54421	0.41652	0.225419	7.21377e-17	-0.225419	-0.41652	-0.54421	-0.589049	-0.54421	-0.41652	-0.225419	0	0.150279	0.27768	0.362807	0.392699	0.362807	0.27768	0.150279	4.80918e-17	-0.150279	-0.27768	-0.362807	-0.392699	-0.362807	-0.27768	-0.150279	0	0.189852	0.314159	0.375019	0.392699	0.375019	0.314159	0.189852	6.41224e-17	-0.189852	-0.314159	-0.375019	-0.392699	-0.375019	-0.314159	-0.189852	0	0	0	
0	21752.8	10362.7	23231.8	8523.98	18768.5	23829.1	1599.01	15.714	1057.58	5702.26	18299.2	37277.9	9995.45	21729.1	67552.9	8633.22	8624.04	8597.93	8558.89	8512.91	8466.99	8428.12	8402.17	8393.07	8402.17	8428.12	8466.99	8512.91	8558.89	8597.93	8624.04	0	-95.4459	50.9137	83.363	0.070943	-70.1701	-93.3178	-13.9724	-1.98442	2.6161	25.5182	-68.6554	-113.725	-33.6497	87.9693	177.88	60.4893	52.9745	36.3795	18.1206	0.292085	-17.5026	-35.6656	-52.1354	-59.5855	-52.1354	-35.6656	-17.5026	0.292085	18.1206	36.3795	52.9745	1	-308.321	-0	
21752.8	0	63285.6	100891	57769.7	63457.1	78179.2	38816.2	23524	19090.6	18673.4	88961.2	123774	67267.4	75388.7	151603	58159.5	58172.7	58136.9	58057.8	57947.4	57822.5	57702.1	57604.6	57544.7	57531.5	57567.1	57646.1	57756.4	57881.3	58001.8	58099.5	78.8755	0	161.701	187.296	63.6421	-49.8857	-116.321	-70.6443	-83.974	-92.3511	-69.6239	-170.434	-189.488	-64.9925	110.542	247.473	154.204	165.811	143.581	106.771	64.0077	15.5445	-40.9056	-103.319	-153.208	-164.849	-142.734	-106.032	-63.3267	-14.8558	41.6744	104.22	1	-691.065	-286.249	
10362.7	63285.6	0	5123.62	85.3933	4933.63	4513.95	4106.84	9136.86	10314.5	14328.4	2649.69	24206.9	6712.29	3565.13	24340.8	79.2822	77.776	77.5489	78.6517	80.9392	84.0788	87.5919	90.9268	93.5529	95.055	95.2057	93.9991	91.6412	88.5058	85.0691	81.8379	-66.562	-173.661	0	45.4535	-3.53423	-44.3204	-42.187	40.1112	62.1342	66.4301	79.2677	-32.04	-104.629	-52.4173	37.0504	104.716	-3.27803	-4.55092	-4.72019	-4.22211	-3.34981	-2.14114	-0.493707	1.65364	3.86032	5.14624	5.26953	4.70922	3.78655	2.55696	0.932713	-1.14543	1	27.4457	27.4457	
23231.8	100891	5123.62	0	6854.86	20935.3	16925.2	11005	21683.3	28417.2	38876.6	277.807	7280.42	4015.46	15368.5	34291.9	6924.49	6899.01	6883.66	6880.8	6890.87	6912.37	6942.01	6975.27	7007.05	7032.51	7047.76	7050.51	7040.37	7018.89	6989.34	6956.2	-86.8639	-218.91	-40.9403	0	-49.1463	-87.8404	-68.3504	40.3243	82.6688	106.022	132.675	9.53957	-51.1877	-16.6147	63.083	110.673	-20.2492	-41.7679	-51.8806	-53.3677	-49.506	-41.1452	-27.1495	-5.66012	21.0348	42.5555	52.6238	54.0605	50.1615	41.7876	27.8146	6.38597	1	107.598	259.764	
8523.98	57769.7	85.3933	6854.86	0	4145.5	4398.13	3408.52	7448	8063.15	11446.2	3900.7	27046.6	7374.84	3435.43	25829.4	0.0458072	0.0335246	0.0176795	0.00622336	0.00257376	0.00622336	0.0176795	0.0335246	0.0458072	0.048883	0.0438693	0.0368706	0.0337995	0.0368706	0.0438693	0.048883	-60.1104	-166.125	5.03173	53.2065	0	-40.6552	-42.2564	36.7731	55.933	58.3017	70.3301	-39.5499	-111.147	-55.5951	36.9719	108.395	0.0755894	0.0601888	0.0419692	0.027982	0.0222826	0.027982	0.0419692	0.0601888	0.0755894	0.0795097	0.0743573	0.0680304	0.065391	0.0680304	0.0743573	0.0795097	1	2.22815e-17	0.363884	
18768.5	63457.1	4933.63	20935.3	4145.5	0	530.496	14505.4	17286.5	12980.6	10362.3	15423.2	55933.5	25545.7	504.689	14215.7	4158.87	4183.04	4208.28	4230.79	4247.16	4254.89	4252.81	4241.19	4221.79	4197.57	4172.21	4149.61	4133.23	4125.56	4127.75	4139.46	-81.0532	-167.541	23.1412	91.4076	37.5702	0	-3.25226	73.2108	76.7185	60.4487	52.8471	-75.9629	-162.285	-107.825	-0.419424	72.2281	-15.3523	4.93905	21.2633	31.9099	38.2933	41.2686	40.1787	32.5099	16.1089	-4.2408	-20.6229	-31.2902	-37.6596	-40.5984	-39.4602	-31.75	1	85.2314	-205.767	
23829.1	78179.2	4513.95	16925.2	4398.13	530.496	0	16592.7	22115.8	18438.9	16639.9	12516.4	50950.7	24925.9	28.5077	9038.79	4308.97	4330.51	4357.79	4386.69	4412.82	4432.21	4441.9	4440.38	4427.85	4406.23	4378.81	4349.81	4323.66	4304.35	4294.79	4296.43	-98.3121	-189.212	7.21332	75.1804	29.9136	-1.99024	0	83.4425	94.1898	79.6539	72.2137	-60.5991	-151.488	-104.796	-2.75457	59.601	-29.3192	-11.2895	6.25716	19.8587	30.0218	37.5289	41.9771	40.7873	30.1223	12.0068	-5.63093	-19.2718	-29.4194	-36.8706	-41.2404	-39.9828	1	160.516	-160.516	
1599.01	38816.2	4106.84	11005	3408.52	14505.4	16592.7	0	1231.22	3812	10048.7	7823.15	22793.8	3476.28	14827.5	52948.4	3489.93	3476.6	3454.88	3428.12	3400.41	3375.98	3358.54	3350.71	3353.64	3366.89	3388.45	3415.08	3442.75	3467.26	3484.85	3492.82	-20.6171	-131.021	21.4496	55.8495	-14.0162	-74.3834	-83.8118	0	16.8669	28.9027	54.1634	-41.8372	-93.5617	-26.4885	79.1349	158.775	34.4887	23.376	9.46819	-3.0882	-13.8338	-23.2796	-31.3793	-36.2445	-33.6554	-22.6295	-8.83764	3.65053	14.3925	23.8924	32.088	37.0527	1	-187.554	77.6873	
15.714	23524	9136.86	21683.3	7448	17286.5	22115.8	1231.22	0	978.035	5548.33	16830.1	36079.8	9320.36	19955.8	65054.3	7550.2	7541.66	7517.36	7481.03	7438.24	7395.52	7359.35	7335.21	7326.74	7335.21	7359.35	7395.52	7438.24	7481.03	7517.36	7541.66	-1.98442	-100.505	47.7368	81.5632	0.0702376	-68.2501	-90.344	-10.6775	0	5.33814	28.0222	-66.7406	-113.476	-34.8995	84.4993	175.253	56.3125	49.318	33.8724	16.8796	0.289177	-16.2676	-33.1651	-48.4862	-55.4164	-48.4862	-33.1651	-16.2676	0.289177	16.8796	33.8724	49.318	1	-289.775	3.54872e-14	
1057.58	19090.6	10314.5	28417.2	8063.15	12980.6	18438.9	3812	978.035	0	1430.83	22156.2	49844.9	16423.5	16837.1	59521.7	8171.08	8175.67	8163.09	8135.31	8096.57	8052.8	8010.66	7976.52	7955.55	7950.92	7963.34	7990.97	8029.62	8073.42	8115.72	8150.02	-5.0269	-92.3511	62.4953	104.806	22.3713	-44.7697	-70.3019	-1.77169	1.93234	0	12.5567	-89.6638	-140.948	-59.088	65.0214	162.157	54.3245	58.3853	50.5604	37.6255	22.617	5.62875	-14.1386	-35.9811	-53.442	-57.5306	-49.8101	-36.9747	-22.0214	-5.02834	14.8108	36.7741	1	-277.829	-115.081	
5702.26	18673.4	14328.4	38876.6	11446.2	10362.3	16639.9	10048.7	5548.33	1430.83	0	30477.5	69747.4	28043.2	15588.5	54359.3	11519	11540	11542.5	11526.4	11494	11450.4	11402	11356.4	11320.4	11299.5	11296.8	11312.8	11345.1	11388.7	11437.2	11482.9	-11.1079	-86.8815	79.2677	131.492	49.7671	-17.301	-46.4438	13.367	7.60751	-4.24053	0	-114.347	-175.12	-89.7366	41.3519	143.815	50.0831	67.8992	69.907	62.4998	49.9757	33.0022	10.2672	-19.0755	-49.2248	-67.0423	-69.1235	-61.7987	-49.3319	-32.3725	-9.59419	19.8451	1	-249.58	-249.58	
18299.2	88961.2	2649.69	277.807	3900.7	15423.2	12516.4	7823.15	16830.1	22156.2	30477.5	0	10171.6	3500.94	11083.4	30818.7	3886.97	3868.25	3856.95	3854.83	3862.23	3878.04	3899.84	3924.3	3947.66	3966.37	3977.58	3979.59	3972.13	3956.34	3934.63	3910.28	-80.3773	-206.09	-28.5899	9.53957	-36.5296	-76.3657	-61.9635	39.328	76.0453	94.8574	116.547	0	-63.6788	-24.9107	56.6169	109.877	-14.7971	-30.6138	-38.0514	-39.15	-36.3159	-30.1724	-19.8827	-4.08005	15.5498	31.3701	38.7667	39.8172	36.9467	30.7891	20.5198	4.77464	1	82.6438	199.52	
37277.9	123774	24206.9	7280.42	27046.6	55933.5	50950.7	22793.8	36079.8	49844.9	69747.4	10171.6	0	6887.84	47996.5	78955.7	27070.8	27006.9	26952.8	26916.6	26903.8	26916.6	26952.8	27006.9	27070.8	27134.5	27188.6	27224.7	27237.4	27224.7	27188.6	27134.5	-66.678	-221.484	-69.9099	-39.3706	-111.147	-157.167	-132.169	0.368803	62.5301	110.384	163.684	52.6604	0	37.2928	126.707	162.211	0.422816	-53.3373	-88.5524	-105.798	-110.808	-105.798	-88.5524	-53.3373	0.422816	54.1559	89.323	106.536	111.536	106.536	89.323	54.1559	1	9.65999e-14	525.865	
9995.45	67267.4	6712.29	4015.46	7374.84	25545.7	24925.9	3476.28	9320.36	16423.5	28043.2	3500.94	6887.84	0	22249.6	57981.6	7441.83	7409.01	7374.66	7344.05	7321.85	7311.44	7314.4	7330.25	7356.56	7389.31	7423.54	7454.06	7476.24	7486.72	7483.87	7468.12	-38.8844	-168.175	-13.7264	14.1303	-51.3529	-107.825	-103.803	-0.254519	35.0899	61.4689	98.0807	-2.11059	-49.05	0	97.0348	160.451	21.7128	-5.85581	-28.0483	-42.5024	-51.1374	-55.1261	-53.591	-43.1476	-20.9237	6.58494	28.7164	43.1474	51.7955	55.8216	54.3371	43.9384	1	-110.623	267.068	
21729.1	75388.7	3565.13	15368.5	3435.43	504.689	28.5077	14827.5	19955.8	16837.1	15588.5	11083.4	47996.5	22249.6	0	10138.7	3371.23	3390.13	3414.06	3439.42	3462.35	3479.38	3487.89	3486.56	3475.56	3456.58	3432.51	3407.05	3384.1	3367.15	3358.78	3360.22	-94.4109	-186.543	7.08236	72.8753	26.1762	-5.42458	-2.75457	79.1342	89.7606	77.3443	71.8813	-58.196	-147.546	-98.3863	0	63.7994	-25.6899	-9.871	5.52397	17.4595	26.3802	32.9721	36.8803	35.8396	26.479	10.5751	-4.90957	-16.8834	-25.7883	-32.3246	-36.1554	-35.0482	1	143.579	-143.579	
