0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0.19635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.19635	0.189808	0.171151	0.14312	0.109763	0.0756945	0.0450735	0.0202168	6.01147e-18	-0.0202168	-0.0450735	-0.0756945	-0.109763	-0.14312	-0.171151	-0.189808	-0.19635	-0.189808	-0.171151	-0.14312	-0.109763	-0.0756945	-0.0450735	-0.0202168	-1.80344e-17	0.0202168	0.0450735	0.0756945	0.109763	0.14312	0.171151	0.189808	0.392699	0.385153	0.362807	0.326517	0.27768	0.218172	0.150279	0.0766118	2.40459e-17	-0.0766118	-0.150279	-0.218172	-0.27768	-0.326517	-0.362807	-0.385153	-0.392699	-0.385153	-0.362807	-0.326517	-0.27768	-0.218172	-0.150279	-0.0766118	-7.21377e-17	0.0766118	0.150279	0.218172	0.27768	0.326517	0.362807	0.385153	0.19635	0.184911	0.152403	0.104001	0.0476218	-0.00680658	-0.0471247	-0.054146	-2.40459e-17	0.054146	0.0471247	0.00680658	-0.0476218	-0.104001	-0.152403	-0.184911	-0.19635	-0.184911	-0.152403	-0.104001	-0.0476218	0.00680658	0.0471247	0.054146	7.21377e-17	-0.054146	-0.0471247	-0.00680658	0.0476218	0.104001	0.152403	0.184911	0.19635	0.192577	0.181403	0.163259	0.13884	0.109086	0.0751397	0.0383059	1.20229e-17	-0.0383059	-0.0751397	-0.109086	-0.13884	-0.163259	-0.181403	-0.192577	-0.19635	-0.192577	-0.181403	-0.163259	-0.13884	-0.109086	-0.0751397	-0.0383059	-3.60688e-17	0.0383059	0.0751397	0.109086	0.13884	0.163259	0.181403	0.192577	0	0	0	
0	0.0377552	0.0708932	0.0956297	0.109763	0.113285	0.108817	0.101637	0.0981748	0.101637	0.108817	0.113285	0.109763	0.0956297	0.0708932	0.0377552	2.40459e-17	-0.0377552	-0.0708932	-0.0956297	-0.109763	-0.113285	-0.108817	-0.101637	-0.0981748	-0.101637	-0.108817	-0.113285	-0.109763	-0.0956297	-0.0708932	-0.0377552	0	0.0766118	0.150279	0.218172	0.27768	0.326517	0.362807	0.385153	0.392699	0.385153	0.362807	0.326517	0.27768	0.218172	0.150279	0.0766118	4.80918e-17	-0.0766118	-0.150279	-0.218172	-0.27768	-0.326517	-0.362807	-0.385153	-0.392699	-0.385153	-0.362807	-0.326517	-0.27768	-0.218172	-0.150279	-0.0766118	0	0.0660373	0.123801	0.166544	0.190487	0.196232	0.190611	0.188736	0.19635	0.188736	0.190611	0.196232	0.190487	0.166544	0.123801	0.0660373	4.20803e-17	-0.0660373	-0.123801	-0.166544	-0.190487	-0.196232	-0.190611	-0.188736	-0.19635	-0.188736	-0.190611	-0.196232	-0.190487	-0.166544	-0.123801	-0.0660373	0	0.0383059	0.0751397	0.109086	0.13884	0.163259	0.181403	0.192577	0.19635	0.192577	0.181403	0.163259	0.13884	0.109086	0.0751397	0.0383059	2.40459e-17	-0.0383059	-0.0751397	-0.109086	-0.13884	-0.163259	-0.181403	-0.192577	-0.19635	-0.192577	-0.181403	-0.163259	-0.13884	-0.109086	-0.0751397	-0.0383059	0	0	0	
0	-0.000508172	-0.0010741	-0.00144528	-0.00131971	-0.000972535	-0.000345945	0.000273598	0.0011085	0.00227199	0.00427078	0.00712307	0.0108366	0.0147353	0.018341	0.0207481	0.0216913	0.0207481	0.018341	0.0147353	0.0108366	0.00712307	0.00427078	0.00227199	0.0011085	0.000273598	-0.000345945	-0.000972535	-0.00131971	-0.00144528	-0.0010741	-0.000508172	0	0.000311483	0.00135445	0.00336975	0.00657793	0.0110852	0.0168577	0.0237313	0.0314343	0.039615	0.0478713	0.05578	0.0629259	0.0689281	0.0734638	0.0762876	0.0772462	0.0762876	0.0734638	0.0689281	0.0629259	0.05578	0.0478713	0.039615	0.0314343	0.0237313	0.0168577	0.0110852	0.00657793	0.00336975	0.00135445	0.000311483	0	-0.000628466	-0.000872974	-0.000401813	0.00113467	0.00303427	0.00509244	0.0061998	0.00479305	0.00210299	0.00303833	0.00747254	0.0144635	0.0225202	0.0300926	0.0353445	0.0373163	0.0353445	0.0300926	0.0225202	0.0144635	0.00747254	0.00303833	0.00210299	0.00479305	0.0061998	0.00509244	0.00303427	0.00113467	-0.000401813	-0.000872974	-0.000628466	0.0078125	0.00855223	0.0106419	0.0138333	0.0179334	0.0228133	0.0283529	0.0344026	0.0407725	0.0472367	0.0535456	0.0594404	0.0646694	0.0690031	0.0722474	0.0742553	0.074935	0.0742553	0.0722474	0.0690031	0.0646694	0.0594404	0.0535456	0.0472367	0.0407725	0.0344026	0.0283529	0.0228133	0.0179334	0.0138333	0.0106419	0.00855223	1	1	0	
-0.000508172	0	-0.000502761	-0.00106231	-0.00143717	-0.00134561	-0.00106057	-0.000512745	9.62775e-05	0.0011085	0.00270115	0.00528138	0.0086427	0.0125894	0.0162947	0.0192818	0.0207481	0.0206325	0.0187526	0.0157304	0.0119745	0.00837711	0.00531813	0.00323482	0.00189413	0.0011085	0.000391453	-0.00024281	-0.000920239	-0.00130484	-0.00144852	-0.00107771	0.000429738	0.000114741	0.000429738	0.00147689	0.00348423	0.00666209	0.011112	0.0168004	0.0235663	0.0311437	0.0391877	0.047304	0.0550775	0.0621005	0.0679991	0.0724563	0.0752311	0.0761731	0.0752311	0.0724563	0.0679991	0.0621005	0.0550775	0.047304	0.0391877	0.0311437	0.0235663	0.0168004	0.011112	0.00666209	0.00348423	0.00147689	-0.000628799	0	-0.000620313	-0.000868638	-0.000448771	0.000919216	0.00246534	0.00364082	0.00246159	0.00017027	0.000723987	0.0044413	0.0107658	0.0187297	0.0266412	0.0330089	0.0362645	0.0359438	0.0319432	0.0254198	0.0176847	0.0106374	0.00575927	0.00454754	0.00726353	0.00882471	0.00768494	0.0057513	0.00333491	0.00124934	-0.000379174	-0.000874542	0.0088767	0.00815104	0.0088767	0.0109321	0.0140803	0.018131	0.0229533	0.0284254	0.0343979	0.040683	0.0470582	0.0532776	0.0590872	0.0642395	0.0685089	0.0717046	0.0736823	0.0743518	0.0736823	0.0717046	0.0685089	0.0642395	0.0590872	0.0532776	0.0470582	0.040683	0.0343979	0.0284254	0.0229533	0.018131	0.0140803	0.0109321	1	0.966686	0.192286	
-0.0010741	-0.000502761	0	-0.000490719	-0.00103905	-0.00141961	-0.00138127	-0.0011877	-0.000740663	-0.000116912	0.0011085	0.00307339	0.00601435	0.00950923	0.0132239	0.0162947	0.018341	0.0187526	0.0176906	0.0152033	0.0120308	0.00863218	0.00576922	0.00363896	0.00239897	0.00163154	0.0011085	0.000458431	-0.000188452	-0.000896215	-0.00130004	-0.00144852	0.00185836	0.000802826	0.000479411	0.000802826	0.00185836	0.00383919	0.00692701	0.0112098	0.0166535	0.0231069	0.0303195	0.0379668	0.0456767	0.0530573	0.0597231	0.0653206	0.0695496	0.0721823	0.073076	0.0721823	0.0695496	0.0653206	0.0597231	0.0530573	0.0456767	0.0379668	0.0303195	0.0231069	0.0166535	0.0112098	0.00692701	0.00383919	-0.000874966	-0.000621475	0	-0.000601665	-0.000855722	-0.000516757	0.000569868	0.0014328	0.000821323	-0.000895542	-0.000736204	0.0019957	0.00731953	0.0145015	0.0223467	0.0290945	0.0335178	0.0344901	0.0320983	0.0267663	0.0199929	0.0132556	0.00838931	0.00693264	0.00947896	0.0107842	0.0099946	0.00823934	0.00605503	0.00346919	0.00128678	-0.000379792	0.0118031	0.00984719	0.00916155	0.00984719	0.0118031	0.0148227	0.0187247	0.0233744	0.0286456	0.03439	0.0404254	0.0465389	0.0524965	0.0580566	0.0629843	0.0670656	0.0701196	0.0720091	0.0726486	0.0720091	0.0701196	0.0670656	0.0629843	0.0580566	0.0524965	0.0465389	0.0404254	0.03439	0.0286456	0.0233744	0.0187247	0.0148227	1	0.871667	0.361056	
-0.00144528	-0.00106231	-0.000490719	0	-0.000469166	-0.000997043	-0.00138123	-0.00141402	-0.00133016	-0.000976005	-0.000305644	0.0011085	0.00328837	0.00628163	0.00950923	0.0125894	0.0147353	0.0157304	0.0152033	0.0135081	0.010869	0.00803635	0.00541726	0.00354704	0.00239153	0.00186155	0.00148238	0.0011085	0.000488205	-0.000171587	-0.000896215	-0.00130484	0.00446393	0.00253523	0.0014781	0.00114677	0.0014781	0.00253523	0.00446393	0.00740437	0.0114231	0.0164847	0.0224511	0.029096	0.0361255	0.0432024	0.0499706	0.0560797	0.0612075	0.0650808	0.0674915	0.0683098	0.0674915	0.0650808	0.0612075	0.0560797	0.0499706	0.0432024	0.0361255	0.029096	0.0224511	0.0164847	0.0114231	0.00740437	-0.000404173	-0.000873786	-0.000604312	0	-0.000565404	-0.000815451	-0.000567979	0.000123563	3.63835e-05	-0.000999048	-0.00117862	0.000491105	0.00449656	0.0105972	0.0176651	0.0244323	0.0292997	0.0314712	0.0303518	0.0265347	0.0208484	0.0149433	0.0103234	0.00882265	0.010847	0.0119179	0.0113469	0.0103075	0.00845285	0.00615596	0.00347892	0.0012553	0.016055	0.0132445	0.0114435	0.0108179	0.0114435	0.0132445	0.016055	0.019711	0.0240758	0.0290195	0.0343958	0.0400318	0.0457288	0.0512709	0.0564361	0.0610091	0.0647935	0.0676237	0.0693741	0.0699665	0.0693741	0.0676237	0.0647935	0.0610091	0.0564361	0.0512709	0.0457288	0.0400318	0.0343958	0.0290195	0.0240758	0.019711	1	0.728904	0.487038	
-0.00131971	-0.00143717	-0.00103905	-0.000469166	0	-0.000432682	-0.000922229	-0.0012975	-0.00140608	-0.0014259	-0.00113876	-0.000413411	0.0011085	0.00328837	0.00601435	0.0086427	0.0108366	0.0119745	0.0120308	0.010869	0.00896719	0.00663746	0.00453059	0.00290929	0.00203205	0.00165679	0.00158621	0.00141745	0.0011085	0.000488205	-0.000188452	-0.000920239	0.00812653	0.00538654	0.00354426	0.00250542	0.00217294	0.00250542	0.00354426	0.00538654	0.00812653	0.0118048	0.0163824	0.0217361	0.0276683	0.0339229	0.0402056	0.0462052	0.0516151	0.0561531	0.0595793	0.0617113	0.0624348	0.0617113	0.0595793	0.0561531	0.0516151	0.0462052	0.0402056	0.0339229	0.0276683	0.0217361	0.0163824	0.0118048	0.00114929	-0.000455185	-0.000867757	-0.000571429	0	-0.000493875	-0.000682707	-0.000392293	6.41636e-05	-0.000295727	-0.000804863	-0.000102021	0.0025994	0.00730756	0.0133839	0.0194824	0.0244978	0.0271891	0.0272667	0.0246539	0.0203186	0.0153196	0.0113043	0.00976375	0.0112749	0.0118808	0.0117904	0.0113666	0.0103976	0.00848438	0.00609964	0.00336988	0.0210614	0.0177376	0.0152021	0.0135952	0.013042	0.0135952	0.0152021	0.0177376	0.0210614	0.0250416	0.0295482	0.0344396	0.0395543	0.0447119	0.0497186	0.0543766	0.0584948	0.0618993	0.0644435	0.0660162	0.0665484	0.0660162	0.0644435	0.0618993	0.0584948	0.0543766	0.0497186	0.0447119	0.0395543	0.0344396	0.0295482	0.0250416	1	0.559017	0.559017	
-0.000972535	-0.00134561	-0.00141961	-0.000997043	-0.000432682	0	-0.000372903	-0.000794086	-0.00114046	-0.00132922	-0.00144913	-0.00119323	-0.000413411	0.0011085	0.00307339	0.00528138	0.00712307	0.00837711	0.00863218	0.00803635	0.00663746	0.0049457	0.00326082	0.00204505	0.00136321	0.00123573	0.0013385	0.00150379	0.00141745	0.0011085	0.000458431	-0.00024281	0.0123805	0.00908957	0.00659251	0.00487426	0.00388186	0.00355904	0.00388186	0.00487426	0.00659251	0.00908957	0.0123805	0.0164213	0.0211034	0.026258	0.0316688	0.0370875	0.0422511	0.0469004	0.0507965	0.0537362	0.0555646	0.0561851	0.0555646	0.0537362	0.0507965	0.0469004	0.0422511	0.0370875	0.0316688	0.026258	0.0211034	0.0164213	0.00311842	0.000949576	-0.000535857	-0.000846323	-0.000509102	0	-0.000340757	-0.000234879	0.000534601	0.000607226	-2.74597e-05	-0.000101513	0.00145763	0.00492732	0.00973195	0.0150522	0.019587	0.0225765	0.0232411	0.0217686	0.0184958	0.0145861	0.0111646	0.00977932	0.0106578	0.011014	0.0112027	0.0116144	0.0113948	0.0103948	0.00836429	0.00587604	0.0262131	0.022685	0.0197494	0.0175265	0.0161309	0.0156538	0.0161309	0.0175265	0.0197494	0.022685	0.0262131	0.0302099	0.034542	0.0390618	0.0436087	0.0480128	0.0521024	0.0557124	0.0586932	0.0609188	0.0622938	0.0627589	0.0622938	0.0609188	0.0586932	0.0557124	0.0521024	0.0480128	0.0436087	0.0390618	0.034542	0.0302099	1	0.385509	0.576955	
-0.000345945	-0.00106057	-0.00138127	-0.00138123	-0.000922229	-0.000372903	0	-0.000284959	-0.000617884	-0.000966944	-0.00127131	-0.00144913	-0.00113876	-0.000305644	0.0011085	0.00270115	0.00427078	0.00531813	0.00576922	0.00541726	0.00453059	0.00326082	0.00205856	0.00112492	0.000699872	0.000684657	0.00099877	0.0013385	0.00158621	0.00148238	0.0011085	0.000391453	0.0166157	0.0130943	0.0101899	0.0079504	0.00638073	0.00545818	0.00515475	0.00545818	0.00638073	0.0079504	0.0101899	0.0130943	0.0166157	0.0206573	0.0250764	0.0296922	0.0342983	0.0386766	0.0426116	0.0459049	0.0483877	0.0499312	0.0504548	0.0499312	0.0483877	0.0459049	0.0426116	0.0386766	0.0342983	0.0296922	0.0250764	0.0206573	0.00542727	0.00267169	0.000628262	-0.000636973	-0.000776146	-0.000385056	0	6.00421e-06	0.00078048	0.00120107	0.000468309	2.29555e-07	0.000813136	0.00322268	0.0070263	0.0113256	0.0153798	0.0181323	0.0192437	0.01839	0.0161208	0.0130285	0.0103081	0.00900935	0.00950361	0.0095739	0.0101558	0.0110996	0.0117917	0.0115177	0.0103096	0.00805716	0.0309266	0.0274425	0.0243702	0.0218227	0.0199048	0.0187088	0.0183018	0.0187088	0.0199048	0.0218227	0.0243702	0.0274425	0.0309266	0.0347004	0.0386318	0.0425791	0.046395	0.0499322	0.0530501	0.0556215	0.0575398	0.0587244	0.0591249	0.0587244	0.0575398	0.0556215	0.0530501	0.0499322	0.046395	0.0425791	0.0386318	0.0347004	1	0.229557	0.554201	
